CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO(GT)_t+1h,CO(GT)_t+6h,CO(GT)_t+12h,CO(GT)_t+24h,CO(GT)_t-1h,CO(GT)_t-2h,CO(GT)_t-3h,CO(GT)_roll_mean_3h,CO(GT)_roll_std_3h,CO(GT)_roll_mean_6h,CO(GT)_roll_std_6h,CO(GT)_roll_mean_12h,CO(GT)_roll_std_12h,weekday,month,hour,weekday_sin,weekday_cos,hour_sin,hour_cos
1.2,1141.0,5.3,777.0,69.0,986.0,83.0,1455.0,1060.0,15.1,58.2,0.9886,0.9,3.0,3.1,3.1,1.3,1.6,2.3,1.3666666666666665,0.2081665999466499,1.8833333333333335,0.6794605703546638,2.9166666666666665,1.4089540500497235,5,4,2,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,0.8660254037844387
0.9,1042.0,3.8,697.0,69.0,1056.0,83.0,1410.0,965.0,15.1,57.6,0.9796,0.8,3.1,3.1,3.1,1.2,1.3,1.6,1.133333333333333,0.2081665999466573,1.5333333333333334,0.5085928299403061,2.766666666666666,1.525142814971965,5,4,3,-0.9749279121818236,-0.2225209339563146,0.7071067811865475,0.7071067811865476
0.8,986.0,3.0,651.0,60.0,1145.0,74.0,1380.0,891.0,14.5,58.0,0.9488,0.8,3.1,3.1,3.1,0.9,1.2,1.3,0.9666666666666665,0.2081665999466624,1.35,0.5468089245797152,2.6166666666666667,1.6280681990033663,5,4,4,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
0.8,1005.0,3.3,673.0,56.0,1103.0,64.0,1387.0,905.0,13.7,61.6,0.9631,0.9,3.1,3.1,3.1,0.8,0.9,1.2,0.833333333333333,0.057735026919155,1.1,0.3224903099319849,2.3749999999999996,1.6674013532222158,5,4,5,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207
0.9,1041.0,3.5,683.0,73.0,1112.0,69.0,1398.0,899.0,13.9,59.6,0.9408,2.0,3.1,3.1,3.1,0.8,0.8,0.9,0.833333333333333,0.057735026919155,0.9833333333333334,0.2136976056643961,2.0749999999999997,1.571406434318692,5,4,6,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
2.0,1272.0,9.5,959.0,159.0,846.0,91.0,1660.0,1136.0,13.3,61.7,0.9399,3.0,3.1,3.1,3.1,0.9,0.8,0.8,1.233333333333333,0.6658328118479521,1.1,0.4647580015449198,1.8499999999999996,1.337229156944247,5,4,7,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,-0.2588190451025206
3.0,1436.0,15.2,1154.0,203.0,704.0,96.0,1872.0,1391.0,15.1,55.8,0.9486,3.1,3.1,3.1,3.1,2.0,0.9,0.8,1.966666666666666,1.0503967504392524,1.4,0.9099450532861992,1.6416666666666664,0.8061787906068019,5,4,8,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
3.1,1472.0,14.3,1126.0,211.0,720.0,106.0,1816.0,1460.0,17.0,50.5,0.9684,3.1,3.1,3.1,3.1,3.0,2.0,0.9,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,5,4,9,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,-0.7071067811865475
3.1,1418.0,11.2,1023.0,211.0,785.0,106.0,1720.0,1410.0,19.7,43.3,0.9837,3.1,3.1,3.1,3.1,3.1,3.0,2.0,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,5,4,10,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,-0.8660254037844387
3.1,1410.0,11.4,1030.0,211.0,781.0,106.0,1743.0,1372.0,20.7,41.7,1.0092,3.1,3.1,3.1,3.1,3.1,3.1,3.0,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,5,4,11,-0.9749279121818236,-0.2225209339563146,0.258819045102521,-0.9659258262890682
3.1,1438.0,13.4,1096.0,211.0,781.0,106.0,1779.0,1266.0,23.3,35.8,1.0098,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,5,4,12,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
3.1,1278.0,10.6,1000.0,211.0,866.0,106.0,1621.0,1014.0,23.8,30.5,0.8897,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,5,4,13,-0.9749279121818236,-0.2225209339563146,-0.2588190451025208,-0.9659258262890684
3.1,1257.0,10.8,1006.0,211.0,915.0,106.0,1573.0,870.0,24.8,27.0,0.8325,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,5,4,14,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388
3.1,1331.0,11.9,1046.0,211.0,882.0,106.0,1635.0,905.0,25.0,27.5,0.8575,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,5,4,15,-0.9749279121818236,-0.2225209339563146,-0.7071067811865471,-0.7071067811865479
3.1,1361.0,13.5,1102.0,211.0,834.0,106.0,1704.0,991.0,25.8,26.5,0.8675,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,5,4,16,-0.9749279121818236,-0.2225209339563146,-0.8660254037844384,-0.5000000000000004
3.1,1398.0,15.2,1156.0,211.0,812.0,106.0,1722.0,1076.0,25.1,27.1,0.8496,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,5,4,17,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,-0.2588190451025206
3.1,1483.0,17.1,1213.0,211.0,764.0,106.0,1798.0,1249.0,23.7,28.6,0.8273,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,5,4,18,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16
3.1,1697.0,26.7,1471.0,211.0,625.0,106.0,2153.0,1548.0,22.1,36.8,0.9681,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,5,4,19,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,0.2588190451025203
3.1,1459.0,14.2,1124.0,211.0,736.0,106.0,1823.0,1300.0,19.9,47.5,1.0912,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,5,4,20,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001
3.1,1268.0,8.5,918.0,211.0,873.0,106.0,1602.0,1029.0,18.7,50.4,1.0772,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,5,4,21,-0.9749279121818236,-0.2225209339563146,-0.7071067811865477,0.7071067811865474
3.1,1469.0,14.3,1128.0,211.0,762.0,106.0,1870.0,1207.0,18.1,51.3,1.0587,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,5,4,22,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384
3.1,1316.0,9.3,952.0,211.0,847.0,106.0,1644.0,1047.0,17.5,53.8,1.0648,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,5,4,23,-0.9749279121818236,-0.2225209339563146,-0.2588190451025215,0.965925826289068
3.1,1224.0,7.8,892.0,211.0,884.0,106.0,1580.0,923.0,16.7,56.5,1.0634,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,6,4,0,-0.7818314824680299,0.6234898018587334,0.0,1.0
3.1,1215.0,6.7,843.0,211.0,929.0,106.0,1551.0,862.0,15.9,59.2,1.0635,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,6,4,1,-0.7818314824680299,0.6234898018587334,0.2588190451025207,0.9659258262890684
3.1,1115.0,5.4,782.0,211.0,980.0,106.0,1500.0,752.0,15.2,62.4,1.0726,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,6,4,2,-0.7818314824680299,0.6234898018587334,0.4999999999999999,0.8660254037844387
3.1,1124.0,5.6,793.0,211.0,965.0,106.0,1521.0,791.0,14.7,65.0,1.0766,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,6,4,3,-0.7818314824680299,0.6234898018587334,0.7071067811865475,0.7071067811865476
3.1,1028.0,3.5,682.0,211.0,1090.0,106.0,1448.0,697.0,14.3,65.3,1.0594,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,6,4,4,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
3.1,1010.0,3.0,650.0,211.0,1171.0,106.0,1434.0,664.0,13.7,66.5,1.0393,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,6,4,5,-0.7818314824680299,0.6234898018587334,0.9659258262890684,0.2588190451025207
3.1,1074.0,4.4,731.0,211.0,1020.0,106.0,1488.0,891.0,12.9,69.1,1.0264,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,6,4,6,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
3.1,1034.0,3.5,684.0,211.0,1110.0,106.0,1423.0,813.0,13.7,64.8,1.0135,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,6,4,7,-0.7818314824680299,0.6234898018587334,0.9659258262890684,-0.2588190451025206
3.1,1130.0,4.2,720.0,211.0,1063.0,106.0,1461.0,828.0,15.3,59.0,1.0181,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,6,4,8,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998
3.1,1275.0,8.0,900.0,211.0,868.0,106.0,1634.0,1057.0,18.1,49.8,1.0272,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,6,4,9,-0.7818314824680299,0.6234898018587334,0.7071067811865476,-0.7071067811865475
3.1,1324.0,9.0,939.0,211.0,846.0,106.0,1658.0,1011.0,21.5,40.7,1.0301,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,6,4,10,-0.7818314824680299,0.6234898018587334,0.4999999999999999,-0.8660254037844387
3.1,1268.0,8.1,902.0,211.0,906.0,106.0,1589.0,932.0,23.3,37.1,1.0457,3.1,3.1,3.1,3.0,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,6,4,11,-0.7818314824680299,0.6234898018587334,0.258819045102521,-0.9659258262890682
3.1,1272.0,8.6,924.0,211.0,895.0,106.0,1603.0,881.0,25.1,33.8,1.0594,3.1,3.1,3.1,3.2,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,6,4,12,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
3.1,1160.0,7.1,860.0,211.0,969.0,106.0,1531.0,646.0,25.6,32.1,1.0393,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,6,4,13,-0.7818314824680299,0.6234898018587334,-0.2588190451025208,-0.9659258262890684
3.1,1136.0,5.6,792.0,211.0,1057.0,106.0,1476.0,536.0,25.8,31.1,1.0143,3.1,3.1,3.1,2.5,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,6,4,14,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388
3.1,1296.0,10.0,977.0,211.0,863.0,106.0,1642.0,746.0,26.1,30.8,1.0253,3.1,3.1,3.1,2.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,6,4,15,-0.7818314824680299,0.6234898018587334,-0.7071067811865471,-0.7071067811865479
3.1,1345.0,10.5,996.0,211.0,841.0,106.0,1678.0,833.0,24.4,36.0,1.085,3.1,3.1,3.1,2.0,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,6,4,16,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004
3.1,1296.0,10.1,983.0,211.0,845.0,106.0,1626.0,802.0,23.0,36.2,1.0053,3.1,3.1,3.1,3.2,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,6,4,17,-0.7818314824680299,0.6234898018587334,-0.9659258262890684,-0.2588190451025206
3.1,1258.0,10.0,977.0,211.0,838.0,106.0,1636.0,838.0,22.1,39.3,1.0336,3.1,3.1,3.1,4.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,6,4,18,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16
3.1,1420.0,13.0,1085.0,211.0,755.0,106.0,1756.0,1051.0,19.8,44.6,1.0208,3.1,3.1,3.1,3.9,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,6,4,19,-0.7818314824680299,0.6234898018587334,-0.9659258262890684,0.2588190451025203
3.1,1366.0,10.5,997.0,211.0,830.0,106.0,1673.0,1041.0,18.5,48.9,1.0323,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,6,4,20,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001
3.1,1113.0,5.2,772.0,211.0,989.0,106.0,1493.0,646.0,16.6,56.1,1.0481,3.1,3.1,3.1,2.0,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,6,4,21,-0.7818314824680299,0.6234898018587334,-0.7071067811865477,0.7071067811865474
3.1,1196.0,6.9,853.0,211.0,909.0,106.0,1556.0,769.0,15.8,58.8,1.0464,3.1,3.1,3.1,1.7,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,6,4,22,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384
3.1,1188.0,6.4,829.0,211.0,930.0,106.0,1540.0,785.0,15.3,60.8,1.0501,3.1,3.1,3.0,1.6,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,6,4,23,-0.7818314824680299,0.6234898018587334,-0.2588190451025215,0.965925826289068
3.1,1102.0,4.7,750.0,211.0,1007.0,106.0,1470.0,613.0,14.7,64.4,1.0717,3.1,3.1,3.2,1.0,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,0,4,0,0.0,1.0,0.0,1.0
3.1,969.0,2.4,611.0,211.0,1239.0,106.0,1330.0,430.0,14.8,63.3,1.0584,3.1,3.1,3.1,0.8,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,0,4,1,0.0,1.0,0.2588190451025207,0.9659258262890684
3.1,983.0,2.2,600.0,211.0,1233.0,106.0,1375.0,485.0,15.0,61.5,1.0418,3.1,3.1,2.5,0.5,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,0,4,2,0.0,1.0,0.4999999999999999,0.8660254037844387
3.1,876.0,1.1,505.0,211.0,1456.0,106.0,1294.0,467.0,15.5,56.9,0.9961,3.1,3.1,2.1,0.5,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,0,4,3,0.0,1.0,0.7071067811865475,0.7071067811865476
3.1,884.0,0.9,489.0,211.0,1536.0,106.0,1278.0,436.0,16.0,54.0,0.9742,3.1,3.1,2.0,0.5,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,0,4,4,0.0,1.0,0.8660254037844386,0.5000000000000001
3.1,1024.0,3.1,658.0,211.0,1175.0,106.0,1417.0,682.0,13.5,63.9,0.9809,3.1,3.0,3.2,0.8,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,0,4,5,0.0,1.0,0.9659258262890684,0.2588190451025207
3.1,1126.0,6.2,822.0,211.0,945.0,106.0,1541.0,927.0,12.9,65.3,0.9688,3.1,3.2,4.1,1.7,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,0,4,6,0.0,1.0,1.0,6.123233995736766e-17
3.1,1415.0,13.2,1089.0,211.0,767.0,106.0,1795.0,1192.0,13.4,62.5,0.9582,3.1,3.1,3.9,4.5,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,0,4,7,0.0,1.0,0.9659258262890684,-0.2588190451025206
3.1,1631.0,25.8,1449.0,211.0,570.0,106.0,2299.0,1615.0,14.5,58.8,0.963,3.1,2.5,3.1,6.2,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,0,4,8,0.0,1.0,0.8660254037844387,-0.4999999999999998
3.1,1499.0,18.2,1247.0,211.0,647.0,106.0,1972.0,1505.0,15.3,56.7,0.9773,3.1,2.1,2.0,4.4,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,0,4,9,0.0,1.0,0.7071067811865476,-0.7071067811865475
3.1,1461.0,14.3,1127.0,236.0,703.0,124.0,1836.0,1451.0,15.6,57.4,1.0075,3.0,2.0,1.7,2.9,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,0,4,10,0.0,1.0,0.4999999999999999,-0.8660254037844387
3.0,1430.0,13.7,1107.0,228.0,713.0,121.0,1853.0,1409.0,16.6,55.2,1.0382,3.2,3.2,1.6,1.6,3.1,3.1,3.1,2.6999999999999993,0.6082762530298208,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,0,4,11,0.0,1.0,0.258819045102521,-0.9659258262890682
3.2,1498.0,15.7,1171.0,206.0,684.0,114.0,1942.0,1434.0,17.0,54.3,1.0434,3.1,4.1,1.0,2.6,3.0,3.1,3.1,3.0999999999999996,0.1,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,0,4,12,0.0,1.0,1.2246467991473532e-16,-1.0
3.1,1454.0,15.4,1162.0,188.0,682.0,114.0,1915.0,1457.0,18.0,51.5,1.0552,2.5,3.9,0.8,2.9,3.2,3.0,3.1,3.0999999999999996,0.1,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,0,4,13,0.0,1.0,-0.2588190451025208,-0.9659258262890684
2.5,1402.0,12.6,1069.0,158.0,733.0,106.0,1793.0,1325.0,19.5,47.5,1.0653,2.1,3.1,0.5,2.5,3.1,3.2,3.0,2.933333333333333,0.3785938897200184,1.7666666666666666,1.0930080817023662,1.6499999999999997,0.821860417257425,0,4,14,0.0,1.0,-0.4999999999999998,-0.8660254037844388
2.1,1327.0,9.8,971.0,124.0,803.0,89.0,1705.0,1120.0,21.6,41.7,1.0606,2.0,2.0,0.5,1.9,2.5,3.1,3.2,2.566666666666666,0.5033222956847169,2.8333333333333335,0.4366539438350084,1.6499999999999997,0.821860417257425,0,4,15,0.0,1.0,-0.7071067811865471,-0.7071067811865479
2.0,1273.0,9.6,963.0,98.0,832.0,82.0,1662.0,931.0,22.2,38.3,1.0106,3.2,1.7,0.5,1.9,2.1,2.5,3.1,2.1999999999999997,0.2645751311064598,2.65,0.5244044240850758,1.6499999999999997,0.821860417257425,0,4,16,0.0,1.0,-0.8660254037844384,-0.5000000000000004
3.2,1457.0,16.3,1190.0,160.0,678.0,111.0,1877.0,1212.0,20.3,42.8,1.0053,4.1,1.6,0.8,2.7,2.0,2.1,2.5,2.433333333333333,0.6658328118479396,2.6833333333333336,0.5564770136013408,1.6499999999999997,0.821860417257425,0,4,17,0.0,1.0,-0.9659258262890684,-0.2588190451025206
4.1,1543.0,19.8,1290.0,194.0,631.0,132.0,2011.0,1353.0,19.7,45.4,1.0312,3.9,1.0,1.7,3.0,3.2,2.0,2.1,3.0999999999999996,1.0535653752852738,2.8333333333333335,0.7941452428030193,1.6499999999999997,0.821860417257425,0,4,18,0.0,1.0,-1.0,-1.8369701987210294e-16
3.9,1499.0,18.0,1239.0,174.0,651.0,121.0,1957.0,1359.0,18.8,47.5,1.0199,3.1,0.8,4.5,3.3,4.1,3.2,2.0,3.733333333333333,0.4725815626252601,2.966666666666667,0.9070097390142328,1.6499999999999997,0.821860417257425,0,4,19,0.0,1.0,-0.9659258262890684,0.2588190451025203
3.1,1378.0,13.6,1102.0,157.0,742.0,116.0,1796.0,1273.0,17.9,49.4,1.0064,2.0,0.5,6.2,3.2,3.9,4.1,3.2,3.6999999999999993,0.5291502622129176,3.0666666666666664,0.8778762251403477,1.6499999999999997,0.821860417257425,0,4,20,0.0,1.0,-0.8660254037844386,0.5000000000000001
2.0,1243.0,8.7,928.0,109.0,852.0,100.0,1622.0,1079.0,17.5,50.9,1.009,1.7,0.5,4.4,1.8,3.1,3.9,4.1,2.9999999999999996,0.9539392014169458,3.0499999999999994,0.9005553841935541,2.9416666666666664,0.6841827684223423,0,4,21,0.0,1.0,-0.7071067811865477,0.7071067811865474
1.7,1196.0,7.7,885.0,85.0,884.0,89.0,1589.0,973.0,17.4,51.8,1.023,1.6,0.5,2.9,1.3,2.0,3.1,3.9,2.266666666666666,0.7371114795832002,3.0,0.9757048734120372,2.8249999999999997,0.7688539286732973,0,4,22,0.0,1.0,-0.5000000000000004,0.8660254037844384
1.6,1137.0,7.3,869.0,90.0,890.0,92.0,1554.0,951.0,17.0,53.9,1.0363,1.0,0.8,1.6,1.1,1.7,2.0,3.1,1.766666666666666,0.2081665999466175,2.733333333333333,1.1183320914051722,2.7083333333333335,0.8425700222677297,0,4,23,0.0,1.0,-0.2588190451025215,0.965925826289068
1.0,1015.0,4.1,718.0,61.0,1065.0,71.0,1428.0,714.0,16.6,55.4,1.0408,0.8,1.7,2.6,0.9,1.6,1.7,2.0,1.433333333333333,0.3785938897200211,2.216666666666667,1.0759491933482113,2.525,0.9573875438352588,1,4,0,0.7818314824680298,0.6234898018587336,0.0,1.0
0.8,978.0,2.7,635.0,36.0,1188.0,51.0,1382.0,579.0,15.9,57.0,1.0224,0.5,4.5,2.9,0.7,1.0,1.6,1.7,1.1333333333333326,0.4163331998932297,1.7,0.819756061276768,2.333333333333333,1.0568678711029575,1,4,1,0.7818314824680298,0.6234898018587336,0.2588190451025207,0.9659258262890684
0.5,933.0,1.5,547.0,25.0,1357.0,39.0,1336.0,542.0,15.0,59.2,1.0059,0.5,6.2,2.5,0.4,0.8,1.0,1.6,0.766666666666666,0.2516611478423642,1.2666666666666666,0.5853773711604053,2.1666666666666665,1.17885409177598,1,4,2,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387
0.5,927.0,1.9,579.0,25.0,1267.0,39.0,1370.0,562.0,14.5,61.4,1.0041,0.5,4.4,1.9,0.3,0.5,0.8,1.0,0.5999999999999994,0.1732050807568969,1.0166666666666666,0.5269408568963571,2.033333333333333,1.2737441824888711,1,4,3,0.7818314824680298,0.6234898018587336,0.7071067811865475,0.7071067811865476
0.5,908.0,1.8,569.0,24.0,1303.0,35.0,1360.0,526.0,14.1,61.6,0.9883,0.8,2.9,1.9,0.3,0.5,0.5,0.8,0.5,0.0,0.8166666666666668,0.435507366948789,1.9083333333333332,1.3487086977976943,1,4,4,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001
0.8,980.0,3.4,677.0,73.0,1141.0,64.0,1435.0,659.0,14.6,58.8,0.9711,1.7,1.6,2.7,0.3,0.5,0.5,0.5,0.5999999999999994,0.1732050807568969,0.6833333333333335,0.2136976056643293,1.7083333333333333,1.3173377652974156,1,4,5,0.7818314824680298,0.6234898018587336,0.9659258262890684,0.2588190451025207
1.7,1236.0,8.5,920.0,164.0,880.0,94.0,1641.0,1012.0,14.4,58.9,0.9594,4.5,2.6,3.0,0.8,0.8,0.5,0.5,0.9999999999999994,0.6244997998398419,0.8000000000000002,0.4647580015448905,1.508333333333333,1.0824705188791175,1,4,6,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
4.5,1664.0,24.1,1407.0,329.0,594.0,134.0,2198.0,1564.0,15.3,55.2,0.9538,6.2,2.9,3.3,2.8,1.7,0.8,0.5,2.3333333333333326,1.9295940851208409,1.4166666666666667,1.5804007930479744,1.558333333333333,1.2094013044277392,1,4,7,0.7818314824680298,0.6234898018587336,0.9659258262890684,-0.2588190451025206
6.2,1757.0,33.7,1636.0,302.0,494.0,129.0,2560.0,1806.0,16.2,52.5,0.9576,4.4,2.5,3.2,3.1,4.5,1.7,0.8,4.133333333333333,2.2722969289539012,2.3666666666666667,2.413020237517014,1.8166666666666664,1.7698656001019524,1,4,8,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
