CO(GT),NOx(GT),NO2(GT),C6H6(GT)
3.6,407.0,165.0,16.6
2.0,255.0,136.0,11.0
1.5,180.0,111.0,11.3
1.5,186.0,114.0,9.3
1.2,147.0,96.0,7.3
1.0,101.0,75.0,5.5
0.5,69.0,58.0,3.5
0.5,69.0,58.0,2.8
0.4,49.0,41.0,2.9
0.5,91.0,55.0,3.6
0.7,144.0,73.0,5.5
2.4,430.0,108.0,15.5
4.1,606.0,147.0,28.3
3.0,519.0,150.0,17.8
2.0,353.0,131.0,12.8
2.5,429.0,144.0,15.7
2.4,345.0,151.0,15.4
2.6,417.0,165.0,15.6
1.9,276.0,135.0,12.6
2.1,280.0,143.0,12.2
2.5,365.0,153.0,13.4
2.7,363.0,149.0,14.3
3.3,393.0,164.0,16.5
3.2,385.0,180.0,17.4
2.6,307.0,159.0,12.9
1.4,194.0,119.0,8.2
1.6,205.0,127.0,9.2
1.7,223.0,131.0,9.3
1.6,176.0,101.0,10.4
1.6,176.0,101.0,6.2
1.6,176.0,101.0,4.2
1.6,176.0,101.0,3.1
1.6,176.0,101.0,2.3
1.6,176.0,101.0,3.1
1.6,176.0,101.0,4.0
1.6,176.0,101.0,10.8
1.6,176.0,101.0,13.0
1.6,176.0,101.0,10.3
1.6,176.0,101.0,16.3
1.6,176.0,101.0,12.7
1.6,176.0,101.0,9.7
1.6,176.0,101.0,9.1
1.6,176.0,101.0,7.0
1.6,176.0,101.0,7.0
1.6,176.0,101.0,9.5
1.6,176.0,101.0,9.8
1.6,176.0,101.0,11.7
1.6,176.0,101.0,13.9
1.6,176.0,101.0,8.7
1.6,176.0,101.0,10.9
1.6,176.0,101.0,12.3
1.6,176.0,101.0,12.4
1.6,176.0,101.0,12.1
1.6,176.0,101.0,8.0
1.6,176.0,101.0,8.4
1.6,176.0,101.0,4.9
1.6,176.0,101.0,4.2
1.6,176.0,101.0,2.3
1.6,176.0,101.0,2.5
1.6,176.0,101.0,4.9
1.6,176.0,101.0,6.6
1.6,176.0,101.0,6.5
1.6,176.0,101.0,6.4
1.6,176.0,101.0,5.6
1.6,176.0,101.0,6.4
1.6,176.0,101.0,7.6
1.6,176.0,101.0,3.5
1.6,176.0,101.0,3.3
1.6,176.0,101.0,6.6
1.6,176.0,101.0,8.3
1.6,176.0,101.0,8.0
1.6,176.0,101.0,12.6
1.6,176.0,101.0,17.5
1.6,176.0,101.0,14.8
1.6,176.0,101.0,23.3
1.6,176.0,101.0,12.2
1.6,176.0,101.0,7.2
1.6,176.0,101.0,4.6
1.6,176.0,101.0,3.8
1.6,176.0,101.0,3.7
1.6,176.0,101.0,4.0
1.6,176.0,101.0,5.5
1.6,176.0,101.0,8.3
1.6,176.0,101.0,28.2
1.6,176.0,101.0,32.1
1.6,176.0,101.0,17.7
3.1,475.0,138.0,18.4
2.9,395.0,138.0,16.3
3.0,353.0,138.0,18.2
3.0,397.0,137.0,17.9
2.2,274.0,120.0,12.6
2.0,505.0,208.0,11.3
2.3,275.0,128.0,14.9
3.1,360.0,145.0,18.5
3.1,360.0,145.0,25.2
6.2,597.0,168.0,35.9
4.7,728.0,177.0,26.7
3.0,891.0,172.0,19.9
2.1,346.0,112.0,14.6
1.0,98.0,39.0,6.9
0.8,144.0,68.0,5.6
0.7,110.0,51.0,3.9
0.7,110.0,51.0,3.2
0.7,110.0,51.0,3.9
0.7,110.0,51.0,4.6
0.7,110.0,51.0,5.0
0.7,110.0,51.0,9.6
0.7,110.0,51.0,27.8
0.7,110.0,51.0,32.1
0.7,110.0,51.0,20.9
0.7,110.0,51.0,11.8
0.7,110.0,51.0,15.8
0.7,110.0,51.0,15.8
0.7,110.0,51.0,14.0
0.7,110.0,51.0,8.2
0.7,110.0,51.0,13.7
0.7,110.0,51.0,19.5
0.7,110.0,51.0,26.7
0.7,110.0,51.0,18.7
0.7,110.0,51.0,13.9
0.7,110.0,51.0,6.7
0.7,110.0,51.0,4.2
0.7,110.0,51.0,3.6
0.7,110.0,51.0,4.4
0.7,110.0,51.0,4.2
0.7,110.0,51.0,2.6
0.7,110.0,51.0,3.1
0.7,110.0,51.0,3.0
0.7,110.0,51.0,3.4
0.7,110.0,51.0,4.0
0.7,110.0,51.0,7.8
0.7,110.0,51.0,16.1
0.7,110.0,51.0,27.6
0.7,110.0,51.0,17.8
0.7,110.0,51.0,18.5
0.7,110.0,51.0,21.6
0.7,110.0,51.0,21.0
0.7,110.0,51.0,17.2
0.7,110.0,51.0,16.1
0.7,110.0,51.0,18.6
0.7,110.0,51.0,17.2
3.3,341.0,112.0,17.3
6.1,622.0,170.0,28.6
6.7,615.0,173.0,31.8
4.4,443.0,135.0,20.1
1.9,219.0,93.0,9.2
1.8,203.0,74.0,10.3
1.5,165.0,69.0,8.6
1.6,339.0,109.0,8.6
0.8,103.0,55.0,4.8
0.5,74.0,49.0,2.6
0.7,74.0,49.0,4.3
0.6,72.0,42.0,4.5
0.9,180.0,50.0,6.6
1.4,239.0,53.0,10.1
4.2,664.0,86.0,23.4
4.1,525.0,81.0,25.0
3.6,543.0,96.0,21.6
2.5,390.0,96.0,13.0
1.3,217.0,79.0,6.8
1.7,248.0,95.0,10.0
2.1,333.0,127.0,11.7
1.7,279.0,102.0,9.8
1.9,339.0,107.0,10.2
2.3,315.0,110.0,12.0
3.3,365.0,124.0,17.7
3.5,338.0,113.0,18.8
3.6,318.0,104.0,17.6
2.9,302.0,117.0,13.8
2.0,214.0,94.0,9.4
1.9,214.0,94.0,9.6
1.5,214.0,94.0,8.5
1.1,363.0,109.0,10.7
0.8,178.0,72.0,6.1
0.5,55.0,40.0,3.2
0.4,55.0,40.0,2.0
0.3,32.0,23.0,1.2
0.3,35.0,24.0,1.3
0.5,84.0,41.0,2.2
2.4,456.0,99.0,14.6
2.2,342.0,91.0,9.7
1.4,239.0,81.0,6.7
1.6,337.0,95.0,7.6
1.6,351.0,113.0,8.6
1.6,209.0,89.0,9.0
2.1,257.0,88.0,10.7
1.1,169.0,81.0,6.3
1.6,216.0,82.0,9.4
2.4,303.0,115.0,12.5
2.9,320.0,112.0,15.2
2.7,310.0,116.0,14.8
3.1,341.0,129.0,15.9
2.2,272.0,110.0,10.0
1.5,229.0,105.0,6.9
1.2,168.0,90.0,5.5
1.3,173.0,94.0,6.3
1.4,186.0,96.0,6.7
0.9,112.0,70.0,3.7
0.7,79.0,57.0,3.2
0.6,79.0,57.0,2.4
0.6,62.0,45.0,2.7
0.5,58.0,42.0,2.3
0.8,122.0,71.0,3.6
1.2,173.0,82.0,6.4
1.1,176.0,81.0,5.0
1.6,233.0,89.0,7.9
1.4,210.0,83.0,6.6
1.2,178.0,82.0,5.2
1.4,189.0,78.0,6.6
1.6,210.0,79.0,7.6
1.1,162.0,78.0,5.0
1.1,137.0,73.0,5.3
1.3,165.0,73.0,5.3
1.5,204.0,100.0,6.5
2.0,266.0,122.0,9.2
2.4,299.0,132.0,11.6
2.0,234.0,116.0,9.2
1.5,181.0,109.0,7.5
1.7,210.0,109.0,9.0
2.5,304.0,116.0,12.1
2.2,255.0,104.0,10.5
1.4,149.0,81.0,7.1
1.2,112.0,64.0,6.2
1.2,112.0,64.0,7.8
0.9,90.0,54.0,3.8
0.5,46.0,35.0,2.3
0.6,76.0,44.0,2.9
1.0,139.0,62.0,4.8
1.3,179.0,68.0,7.7
1.7,224.0,85.0,8.8
2.2,272.0,110.0,10.6
2.1,251.0,115.0,10.2
2.2,250.0,129.0,11.0
2.0,178.0,106.0,11.9
2.0,137.0,87.0,10.8
1.2,119.0,70.0,5.1
1.8,193.0,106.0,8.3
4.3,329.0,151.0,20.7
3.8,413.0,179.0,16.8
4.4,489.0,188.0,20.4
3.8,470.0,187.0,15.3
1.9,228.0,121.0,8.8
1.7,169.0,99.0,8.5
1.8,189.0,100.0,8.7
1.1,100.0,79.0,5.7
0.8,71.0,57.0,4.0
0.7,52.0,43.0,3.0
0.6,52.0,43.0,2.2
0.5,57.0,50.0,2.2
0.5,69.0,47.0,2.7
0.9,126.0,60.0,4.7
3.5,376.0,91.0,21.7
3.5,376.0,91.0,32.2
5.7,737.0,159.0,27.5
3.5,481.0,173.0,18.1
3.7,425.0,174.0,18.6
3.1,330.0,165.0,17.6
3.0,303.0,136.0,16.3
2.6,283.0,125.0,11.8
2.4,264.0,122.0,11.9
2.6,280.0,124.0,15.5
5.0,505.0,184.0,28.8
5.6,566.0,200.0,31.1
6.5,681.0,225.0,34.9
4.1,448.0,168.0,19.5
2.1,231.0,118.0,11.7
2.0,230.0,115.0,9.9
1.4,146.0,94.0,7.7
0.8,77.0,62.0,4.4
0.8,82.0,68.0,4.1
0.6,55.0,50.0,3.1
0.5,55.0,50.0,2.4
0.4,42.0,36.0,2.1
0.6,102.0,53.0,3.3
1.4,231.0,79.0,8.1
5.6,699.0,133.0,31.4
7.3,738.0,148.0,41.2
5.3,665.0,161.0,27.3
4.4,598.0,191.0,24.2
3.1,340.0,158.0,17.0
3.3,374.0,157.0,17.7
3.8,401.0,188.0,19.3
2.3,275.0,143.0,12.7
2.6,278.0,152.0,14.6
3.2,342.0,168.0,17.8
5.0,479.0,205.0,26.6
5.6,553.0,204.0,30.3
5.4,531.0,210.0,28.7
4.4,428.0,173.0,20.0
2.4,229.0,123.0,11.9
1.5,145.0,92.0,8.1
1.3,112.0,77.0,7.7
1.1,99.0,74.0,5.9
1.0,98.0,74.0,5.1
0.6,54.0,47.0,2.4
0.5,54.0,47.0,2.4
0.6,59.0,44.0,3.8
0.8,162.0,69.0,5.0
1.5,268.0,79.0,9.7
4.1,531.0,108.0,25.9
5.5,517.0,119.0,34.3
5.5,701.0,165.0,29.0
3.7,510.0,172.0,20.0
3.3,415.0,180.0,18.3
2.5,243.0,130.0,13.4
2.6,267.0,120.0,14.0
2.2,233.0,117.0,12.1
2.6,295.0,141.0,15.3
2.9,309.0,151.0,16.1
5.0,506.0,218.0,27.3
5.1,479.0,213.0,26.2
5.2,460.0,194.0,26.7
3.8,363.0,167.0,18.3
2.2,213.0,115.0,11.9
2.1,183.0,98.0,11.5
1.8,163.0,93.0,9.6
1.6,152.0,87.0,8.0
1.4,104.0,71.0,6.9
0.8,61.0,49.0,3.7
0.5,61.0,49.0,2.4
0.5,54.0,44.0,2.2
0.5,84.0,58.0,2.5
0.9,132.0,66.0,6.3
3.2,422.0,112.0,21.6
2.8,282.0,104.0,18.8
2.7,293.0,103.0,18.1
2.4,334.0,118.0,14.8
2.7,324.0,129.0,15.9
2.8,294.0,127.0,16.1
2.9,273.0,130.0,17.2
2.6,275.0,130.0,15.8
2.6,282.0,118.0,15.1
3.2,323.0,146.0,18.9
4.6,442.0,190.0,25.2
4.9,431.0,189.0,26.1
4.7,402.0,173.0,25.6
3.3,313.0,148.0,16.9
2.3,228.0,116.0,12.6
2.1,218.0,109.0,10.3
1.7,179.0,94.0,8.9
1.0,97.0,64.0,6.5
0.9,83.0,59.0,5.3
0.7,80.0,64.0,4.6
0.4,80.0,64.0,2.0
0.4,66.0,52.0,2.5
0.5,109.0,55.0,2.8
1.3,232.0,83.0,8.4
3.5,535.0,114.0,21.1
5.5,684.0,137.0,34.0
5.6,803.0,160.0,29.4
3.4,539.0,138.0,20.3
3.2,364.0,134.0,18.4
3.7,422.0,143.0,22.3
4.6,483.0,153.0,26.9
4.2,496.0,145.0,24.0
3.3,403.0,123.0,19.3
2.7,282.0,96.0,14.5
2.2,268.0,107.0,11.1
2.8,306.0,119.0,10.4
2.9,293.0,109.0,10.5
2.0,240.0,107.0,5.8
0.7,93.0,57.0,2.2
0.6,99.0,60.0,2.0
1.2,55.0,22.0,3.8
1.2,19.0,2.0,3.9
1.1,26.0,7.0,3.7
0.6,26.0,8.0,1.7
0.3,26.0,8.0,1.0
0.3,42.0,27.0,1.0
0.3,32.0,14.0,0.9
0.4,25.0,3.0,1.3
0.6,28.0,9.0,2.1
0.7,41.0,14.0,2.5
1.0,130.0,52.0,4.6
1.1,173.0,64.0,4.3
1.5,168.0,66.0,6.5
1.4,51.0,14.0,6.0
1.4,31.0,9.0,6.0
1.0,41.0,12.0,4.5
0.9,41.0,14.0,3.9
1.1,54.0,21.0,4.6
1.3,112.0,43.0,6.7
1.8,178.0,62.0,8.9
2.4,218.0,68.0,9.8
2.7,241.0,81.0,10.8
1.7,223.0,88.0,7.4
2.2,279.0,99.0,10.3
2.8,330.0,98.0,13.8
2.4,330.0,97.0,10.9
2.5,341.0,101.0,11.7
1.4,205.0,90.0,7.8
1.4,205.0,90.0,7.7
1.4,130.0,61.0,5.5
0.9,102.0,55.0,4.5
0.6,79.0,46.0,3.3
1.0,148.0,56.0,5.4
1.6,261.0,83.0,8.2
0.9,107.0,55.0,3.0
0.9,103.0,47.0,3.0
1.0,122.0,61.0,3.5
1.0,127.0,58.0,3.6
0.9,110.0,59.0,4.0
0.9,98.0,54.0,4.2
0.9,146.0,69.0,3.1
0.9,119.0,54.0,3.5
2.7,234.0,95.0,10.3
2.2,261.0,99.0,7.8
3.3,371.0,127.0,10.7
2.1,266.0,98.0,7.3
1.8,268.0,112.0,7.7
1.9,294.0,115.0,8.6
2.3,303.0,114.0,10.0
1.9,241.0,103.0,8.5
1.3,142.0,81.0,5.8
1.0,110.0,75.0,5.0
0.6,110.0,75.0,2.9
0.6,104.0,64.0,3.4
0.9,179.0,71.0,5.6
1.5,361.0,99.0,9.0
5.5,799.0,132.0,26.9
4.0,614.0,135.0,18.8
1.8,275.0,94.0,8.2
1.9,325.0,103.0,9.1
1.7,327.0,123.0,9.2
1.6,252.0,95.0,8.3
1.9,226.0,90.0,9.1
1.6,230.0,99.0,9.2
1.8,244.0,107.0,9.6
2.0,251.0,112.0,11.8
3.1,346.0,132.0,17.3
3.9,407.0,148.0,17.8
4.3,490.0,158.0,20.9
3.5,434.0,145.0,14.9
2.4,345.0,128.0,11.3
1.5,192.0,105.0,8.4
1.3,157.0,90.0,6.8
1.0,148.0,85.0,4.9
0.8,105.0,73.0,3.5
0.5,141.0,74.0,2.8
0.4,141.0,74.0,2.1
0.5,107.0,61.0,2.2
0.7,166.0,69.0,3.9
1.2,241.0,82.0,7.3
2.4,368.0,120.0,15.5
4.3,498.0,135.0,27.1
4.1,641.0,152.0,21.3
3.7,667.0,177.0,19.9
3.4,550.0,181.0,19.4
3.8,483.0,176.0,21.8
4.1,524.0,163.0,21.7
3.4,481.0,174.0,18.9
2.3,305.0,117.0,13.0
3.2,396.0,145.0,18.8
4.8,501.0,173.0,26.8
6.7,702.0,204.0,36.9
7.5,755.0,209.0,39.3
4.5,524.0,175.0,23.1
2.1,247.0,129.0,11.6
1.5,196.0,111.0,8.3
1.1,135.0,85.0,5.7
1.1,146.0,86.0,5.9
0.9,106.0,71.0,4.1
0.5,70.0,60.0,2.2
0.4,70.0,60.0,2.0
0.4,62.0,48.0,2.2
0.4,60.0,45.0,2.0
0.7,92.0,53.0,4.0
2.0,277.0,94.0,13.4
4.2,600.0,122.0,28.0
5.2,693.0,170.0,28.6
3.8,617.0,174.0,21.4
3.7,569.0,191.0,19.1
3.4,409.0,179.0,19.6
3.1,335.0,148.0,15.8
2.4,290.0,129.0,13.5
2.8,312.0,148.0,15.9
3.6,440.0,184.0,19.9
4.0,450.0,188.0,21.6
5.6,578.0,204.0,31.0
6.3,615.0,201.0,34.1
4.7,536.0,165.0,22.8
1.9,238.0,133.0,12.3
1.9,249.0,125.0,10.9
1.2,150.0,101.0,7.1
0.9,108.0,79.0,5.7
0.9,108.0,79.0,5.3
0.9,108.0,79.0,2.9
0.9,108.0,79.0,1.9
0.9,108.0,79.0,2.4
0.9,108.0,79.0,4.0
0.9,108.0,79.0,8.1
0.9,108.0,79.0,24.8
0.9,108.0,79.0,36.3
0.9,108.0,79.0,20.9
0.9,108.0,79.0,22.2
0.9,108.0,79.0,23.5
1.7,108.0,79.0,10.8
1.7,223.0,101.0,11.2
2.2,267.0,113.0,15.1
2.8,308.0,121.0,17.4
3.9,422.0,146.0,23.4
6.5,623.0,188.0,35.9
6.3,572.0,182.0,34.0
5.7,514.0,166.0,30.1
4.4,414.0,142.0,20.0
1.6,143.0,84.0,10.5
1.5,147.0,87.0,9.0
1.7,159.0,91.0,10.7
1.9,206.0,91.0,10.4
1.6,140.0,74.0,9.7
1.3,132.0,69.0,6.9
0.8,132.0,69.0,4.0
0.6,81.0,54.0,3.0
0.7,120.0,60.0,4.3
1.6,279.0,69.0,9.8
2.9,392.0,91.0,17.2
4.1,433.0,97.0,27.9
3.7,531.0,114.0,20.5
3.6,619.0,129.0,21.2
3.4,522.0,137.0,19.9
3.7,505.0,134.0,21.1
4.1,465.0,132.0,22.3
3.2,383.0,123.0,22.3
2.4,278.0,105.0,12.9
3.4,372.0,136.0,18.4
5.6,540.0,169.0,26.5
5.6,540.0,169.0,29.4
5.6,540.0,169.0,33.7
5.6,540.0,169.0,19.9
5.6,540.0,169.0,13.5
5.6,540.0,169.0,11.2
5.6,540.0,169.0,9.1
5.6,540.0,169.0,10.9
5.6,540.0,169.0,8.4
5.6,540.0,169.0,7.1
5.6,540.0,169.0,4.3
5.6,540.0,169.0,4.0
5.6,540.0,169.0,5.8
5.6,540.0,169.0,6.3
5.6,540.0,169.0,12.3
5.6,540.0,169.0,13.3
5.6,540.0,169.0,12.5
5.6,540.0,169.0,10.5
5.6,540.0,169.0,12.1
5.6,540.0,169.0,12.1
5.6,540.0,169.0,11.2
5.6,540.0,169.0,7.2
5.6,540.0,169.0,8.7
5.6,540.0,169.0,9.6
5.6,540.0,169.0,11.6
5.6,540.0,169.0,12.7
5.6,540.0,169.0,20.7
5.6,540.0,169.0,17.8
5.6,540.0,169.0,11.2
5.6,540.0,169.0,10.8
5.6,540.0,169.0,9.4
5.6,540.0,169.0,8.5
5.6,540.0,169.0,6.5
5.6,540.0,169.0,5.1
5.6,540.0,169.0,4.5
5.6,540.0,169.0,3.9
5.6,540.0,169.0,3.3
5.6,540.0,169.0,3.2
5.6,540.0,169.0,5.4
5.6,540.0,169.0,5.6
5.6,540.0,169.0,7.5
5.6,540.0,169.0,10.7
5.6,540.0,169.0,8.4
5.6,540.0,169.0,11.3
5.6,540.0,169.0,8.3
5.6,540.0,169.0,6.0
5.6,540.0,169.0,6.7
5.6,540.0,169.0,6.2
5.6,540.0,169.0,7.7
5.6,540.0,169.0,11.0
5.6,540.0,169.0,20.8
5.6,540.0,169.0,21.4
5.6,540.0,169.0,10.4
5.6,540.0,169.0,8.3
5.6,540.0,169.0,7.8
5.6,540.0,169.0,5.5
5.6,540.0,169.0,5.2
5.6,540.0,169.0,3.2
5.6,540.0,169.0,2.7
5.6,540.0,169.0,3.0
5.6,540.0,169.0,4.0
5.6,540.0,169.0,5.6
5.6,540.0,169.0,11.1
5.6,540.0,169.0,20.1
5.6,540.0,169.0,23.6
5.6,540.0,169.0,21.0
5.6,540.0,169.0,21.8
5.6,540.0,169.0,22.1
5.6,540.0,169.0,18.2
5.6,540.0,169.0,14.2
5.6,540.0,169.0,14.9
5.6,540.0,169.0,21.1
5.6,540.0,169.0,30.3
5.6,540.0,169.0,41.6
5.6,540.0,169.0,44.7
5.6,540.0,169.0,21.3
5.6,540.0,169.0,10.0
5.6,540.0,169.0,8.9
5.6,540.0,169.0,7.4
5.6,540.0,169.0,6.4
5.6,540.0,169.0,3.7
5.6,540.0,169.0,2.5
5.6,540.0,169.0,2.7
5.6,540.0,169.0,2.5
5.6,540.0,169.0,4.1
5.6,540.0,169.0,7.8
5.6,540.0,169.0,30.8
5.6,540.0,169.0,26.4
5.6,540.0,169.0,21.6
5.6,540.0,169.0,22.8
5.6,540.0,169.0,19.3
5.6,540.0,169.0,30.4
5.6,540.0,169.0,23.4
5.6,540.0,169.0,17.1
5.6,540.0,169.0,14.6
5.6,540.0,169.0,21.6
5.6,540.0,169.0,31.9
5.6,540.0,169.0,40.5
5.6,540.0,169.0,41.6
5.6,540.0,169.0,23.9
5.6,540.0,169.0,20.3
5.6,540.0,169.0,12.8
5.6,540.0,169.0,8.7
5.6,540.0,169.0,6.8
5.6,540.0,169.0,5.3
5.6,540.0,169.0,4.6
5.6,540.0,169.0,3.2
5.6,540.0,169.0,2.8
5.6,540.0,169.0,3.6
5.6,540.0,169.0,6.2
5.6,540.0,169.0,24.2
5.6,540.0,169.0,32.0
5.6,540.0,169.0,25.8
5.6,540.0,169.0,16.2
5.6,540.0,169.0,17.7
5.6,540.0,169.0,16.5
5.6,540.0,169.0,18.3
5.6,540.0,169.0,14.6
5.6,540.0,169.0,17.1
5.6,540.0,169.0,17.2
5.6,540.0,169.0,24.6
5.6,540.0,169.0,26.9
5.6,540.0,169.0,44.0
5.6,540.0,169.0,31.0
5.6,540.0,169.0,16.8
5.6,540.0,169.0,11.0
5.6,540.0,169.0,11.4
5.6,540.0,169.0,9.9
5.6,540.0,169.0,5.0
5.6,540.0,169.0,3.7
5.6,540.0,169.0,3.1
5.6,540.0,169.0,2.9
5.6,540.0,169.0,4.4
5.6,540.0,169.0,7.4
5.6,540.0,169.0,19.4
5.6,540.0,169.0,37.1
5.6,540.0,169.0,22.2
5.6,540.0,169.0,18.5
5.6,540.0,169.0,14.0
5.6,540.0,169.0,15.5
5.6,540.0,169.0,15.7
5.6,540.0,169.0,15.7
5.6,540.0,169.0,12.7
2.9,267.0,87.0,15.3
5.4,398.0,111.0,28.8
5.3,418.0,119.0,26.1
6.7,515.0,128.0,37.1
7.0,669.0,117.0,35.7
2.8,326.0,92.0,16.5
1.7,209.0,73.0,11.0
1.7,183.0,60.0,10.8
1.7,165.0,60.0,9.6
1.2,111.0,53.0,6.5
0.7,67.0,47.0,3.6
0.7,67.0,47.0,3.3
0.8,88.0,43.0,4.4
0.9,147.0,47.0,5.5
1.7,279.0,50.0,10.8
5.7,665.0,81.0,31.2
4.3,592.0,75.0,24.8
3.9,557.0,87.0,24.2
5.1,693.0,128.0,29.5
3.7,530.0,105.0,21.0
3.3,412.0,101.0,19.6
3.6,366.0,100.0,21.2
3.2,344.0,98.0,18.0
3.5,339.0,98.0,20.5
2.4,297.0,98.0,15.6
2.9,294.0,90.0,19.2
2.3,211.0,84.0,20.0
3.1,323.0,101.0,21.1
2.9,333.0,98.0,18.6
1.5,163.0,76.0,12.3
1.5,151.0,71.0,10.3
1.7,167.0,71.0,9.6
1.6,174.0,66.0,9.9
1.3,142.0,62.0,8.6
1.4,155.0,58.0,7.3
0.9,155.0,58.0,5.4
0.9,96.0,48.0,5.1
1.3,154.0,53.0,7.8
1.3,211.0,55.0,8.2
2.9,381.0,63.0,17.6
3.2,470.0,69.0,20.1
3.4,464.0,84.0,18.7
3.6,450.0,95.0,19.5
2.3,274.0,80.0,13.0
3.1,306.0,87.0,18.2
3.3,308.0,94.0,16.2
1.9,186.0,76.0,11.0
2.6,238.0,92.0,15.9
2.7,249.0,94.0,14.2
3.7,378.0,110.0,19.9
3.8,386.0,109.0,21.7
4.8,461.0,122.0,25.7
3.5,394.0,107.0,17.3
2.2,266.0,83.0,11.2
1.5,158.0,62.0,8.9
3.4,319.0,89.0,15.2
3.7,409.0,103.0,17.2
2.0,223.0,74.0,11.9
1.4,107.0,52.0,8.1
1.1,107.0,52.0,4.9
1.1,50.0,38.0,3.6
0.7,56.0,39.0,3.7
1.2,163.0,59.0,6.3
1.3,187.0,56.0,7.7
1.1,150.0,51.0,6.3
1.0,103.0,51.0,5.6
1.2,143.0,58.0,5.1
1.9,220.0,68.0,9.0
2.3,301.0,81.0,9.3
1.6,214.0,73.0,5.9
1.3,162.0,69.0,4.4
1.8,232.0,81.0,5.8
1.7,254.0,82.0,6.6
1.8,224.0,71.0,7.8
2.0,247.0,81.0,8.4
2.2,334.0,87.0,8.3
1.6,239.0,72.0,8.1
1.3,168.0,63.0,6.1
1.5,185.0,63.0,6.7
1.5,178.0,63.0,6.6
1.3,132.0,55.0,6.1
1.4,135.0,52.0,6.0
0.5,39.0,32.0,1.4
0.4,39.0,32.0,1.7
0.4,33.0,29.0,1.9
0.6,90.0,44.0,3.4
1.1,164.0,53.0,7.2
2.9,336.0,62.0,19.0
3.5,366.0,68.0,24.5
4.6,565.0,85.0,25.6
3.4,536.0,88.0,17.1
2.3,416.0,82.0,12.3
2.7,379.0,91.0,15.2
3.1,368.0,87.0,18.3
3.2,444.0,90.0,17.2
2.5,352.0,97.0,14.1
3.4,375.0,99.0,18.3
4.8,479.0,109.0,25.0
4.5,448.0,95.0,22.2
4.0,388.0,80.0,21.4
3.2,376.0,76.0,16.2
1.9,224.0,62.0,10.3
1.9,206.0,57.0,8.9
1.3,143.0,57.0,6.5
1.1,113.0,54.0,5.1
1.0,93.0,50.0,4.6
0.5,58.0,44.0,2.1
0.6,58.0,44.0,2.4
0.5,56.0,34.0,3.2
0.8,105.0,44.0,3.9
1.2,243.0,74.0,6.0
2.7,492.0,101.0,13.8
3.0,435.0,103.0,14.8
3.0,435.0,103.0,8.4
3.0,435.0,103.0,9.0
3.0,435.0,103.0,8.3
3.0,435.0,103.0,9.5
3.0,435.0,103.0,12.1
3.0,435.0,103.0,7.4
3.0,435.0,103.0,8.0
3.0,435.0,103.0,7.9
3.0,435.0,103.0,10.9
3.0,435.0,103.0,12.1
3.0,435.0,103.0,14.7
3.0,435.0,103.0,6.0
3.0,435.0,103.0,4.3
3.0,435.0,103.0,4.1
3.0,435.0,103.0,3.1
3.0,435.0,103.0,2.2
3.0,435.0,103.0,1.5
3.0,435.0,103.0,0.9
3.0,435.0,103.0,0.5
3.0,435.0,103.0,0.6
3.0,435.0,103.0,0.7
3.0,435.0,103.0,2.2
3.0,435.0,103.0,5.8
3.0,435.0,103.0,5.9
1.5,286.0,78.0,5.9
1.2,281.0,72.0,5.3
1.2,281.0,72.0,6.9
1.2,281.0,72.0,7.7
1.2,281.0,72.0,7.3
1.2,281.0,72.0,7.2
1.2,281.0,72.0,6.0
1.2,281.0,72.0,8.3
1.2,281.0,72.0,11.2
1.2,281.0,72.0,10.1
1.2,281.0,72.0,10.6
1.2,281.0,72.0,7.2
1.2,281.0,72.0,4.4
1.2,281.0,72.0,3.8
1.2,281.0,72.0,3.8
1.2,281.0,72.0,4.0
1.2,281.0,72.0,2.2
1.2,281.0,72.0,1.1
1.2,281.0,72.0,0.8
1.2,281.0,72.0,0.8
1.2,281.0,72.0,1.2
1.2,281.0,72.0,3.2
1.2,281.0,72.0,10.2
1.2,281.0,72.0,13.6
1.2,281.0,72.0,9.9
1.2,281.0,72.0,9.1
1.2,281.0,72.0,8.0
1.2,281.0,72.0,9.7
1.2,281.0,72.0,9.7
1.2,281.0,72.0,12.0
1.2,281.0,72.0,11.3
1.2,281.0,72.0,10.4
1.2,281.0,72.0,12.4
1.2,281.0,72.0,14.6
1.2,281.0,72.0,21.0
1.2,281.0,72.0,17.9
1.2,281.0,72.0,7.3
1.2,281.0,72.0,4.8
1.2,281.0,72.0,4.8
1.2,281.0,72.0,7.7
1.2,281.0,72.0,4.3
1.2,281.0,72.0,3.0
1.2,281.0,72.0,2.1
1.2,281.0,72.0,2.3
1.2,281.0,72.0,3.5
1.2,281.0,72.0,10.0
1.2,281.0,72.0,20.5
1.2,281.0,72.0,22.2
1.2,281.0,72.0,24.1
1.2,281.0,72.0,17.4
1.2,281.0,72.0,14.2
1.2,281.0,72.0,15.0
1.2,281.0,72.0,18.3
1.2,281.0,72.0,13.0
1.2,281.0,72.0,18.1
1.2,281.0,72.0,23.1
1.2,281.0,72.0,24.9
1.2,281.0,72.0,21.7
1.2,281.0,72.0,14.1
1.2,281.0,72.0,11.9
1.2,281.0,72.0,5.1
1.2,281.0,72.0,6.8
1.2,281.0,72.0,4.8
1.2,281.0,72.0,7.2
1.2,281.0,72.0,5.4
1.2,281.0,72.0,3.0
1.2,281.0,72.0,3.7
1.2,281.0,72.0,3.6
